code,name,description,category,url,status
47090,Southern African Transport and Communications Commission,,47000,,withdrawn
47091,(Colombo Plan) Special Commonwealth African Assistance Programme,,47000,,withdrawn
47092,South East Asian Fisheries Development Centre,,47000,,active
47093,South East Asian Ministers of Education,,47000,,active
47094,South Pacific Applied Geoscience Commission,,47000,,withdrawn
47095,South Pacific Board for Educational Assessment,,47000,,active
47096,Secretariat of the Pacific Community,,47000,,withdrawn
47097,Pacific Regional Environment Programme,,47000,,withdrawn
47098,Unrepresented Nations and Peoples’ Organisation,,47000,,active
47099,University of the South Pacific,,51000,,active
47100,West African Monetary Union,,47000,,active
47101,Africa Rice Centre,,51000,,active
47102,World Customs Organisation Fellowship Programme,,47000,,withdrawn
47103,World Maritime University,,51000,,active
47104,WorldFish Centre,,51000,,active
47105,Common Fund for Commodities,,47000,,active
47106,Geneva Centre for the Democratic Control of Armed Forces,,47000,,active
47107,International Finance Facility for Immunisation,,47000,,active
47108,Multi-Country Demobilisation and Reintegration Program,,47000,,withdrawn
47109,Asia-Pacific Economic Cooperation Support Fund (except contributions tied to counter-terrorism activities),,47000,,active
47110,Organisation of the Black Sea Economic Cooperation,,47000,,active
47111,Adaptation Fund,,47000,,active
47112,Central European Initiative - Special Fund for Climate and Environmental Protection,,47000,,active
47113,Economic and Monetary Community of Central Africa,,47000,,active
47116,Integrated Framework for Trade-Related Technical Assistance to Least Developed Countries,,47000,,active
47117,New Partnership for Africa's Development,,47000,,active
47118,Regional Organisation for the Strengthening of Supreme Audit Institutions of Francophone Sub-Saharan Countries,,47000,,active
47119,Sahara and Sahel Observatory,,47000,,active
47120,South Asian Association for Regional Cooperation,,47000,,active
47121,United Cities and Local Governments of Africa,,47000,,active
47122,Global Alliance for Vaccines and Immunization,,47000,,active
47123,Geneva International Centre for Humanitarian Demining,,47000,,active
47127,Latin-American Energy Organisation,,47000,,active
47128,Nordic Development Fund,,47000,,active
47129,Global Environment Facility - Least Developed Countries Fund,,47000,,active
47130,Global Environment Facility - Special Climate Change Fund,,47000,,active
47131,Organization for Security and Co-operation in Europe,,47000,,active
47132,Commonwealth Secretariat (ODA-eligible contributions only),,47000,,active
47134,Clean Technology Fund,,47000,,active
47135,Strategic Climate Fund,,47000,,active
47136,Global Green Growth Institute,,47000,,active
47137,African Risk Capacity Group,,47000,,active
47138,Council of Europe,,47000,,active
47139,World Customs Organization Customs Co-operation Fund,,47000,,active
47140,"Organisation of Ibero-American States for Education, Science and Culture",,47000,,active
47141,African Tax Administration Forum,,47000,,active
47142,OPEC Fund for International Development,,47000,,active
47143,Global Community Engagement and Resilience Fund,,47000,,active
47144,International Renewable Energy Agency,,47000,,active
47145,Center of Excellence in Finance,,47000,,active
47146,International Investment Bank,,47000,,active
47147,International Finance Facility for Education,,47000,,active
